Hours Studied,Previous Scores,Extracurricular Activities,Sleep Hours,Sample Question Papers Practiced,Predicted Performance Index
9,56,Yes,5,9,53.4331
5,94,No,5,9,80.077
2,41,No,6,5,17.2437
5,74,Yes,4,2,58.4431
7,67,No,5,8,58.1174
9,58,Yes,7,2,55.0572
7,77,No,7,6,68.8731
1,94,Yes,8,4,69.6991
5,74,Yes,7,1,59.7039
9,57,No,7,1,53.2478
4,50,Yes,9,3,33.7822
2,49,Yes,6,0,24.9919
1,56,Yes,8,9,32.0084
1,65,No,8,9,40.5755
1,70,Yes,4,0,42.5346
4,71,Yes,5,1,52.8175
6,60,Yes,9,1,49.2864
1,99,Yes,4,3,72.6461
7,57,No,8,9,49.5949
6,54,No,9,7,43.7716
8,40,No,7,7,34.2698
5,90,No,5,5,75.2146
6,81,No,4,7,68.8234
7,84,No,7,0,74.8119
7,85,No,9,5,77.7907
1,50,Yes,4,2,22.5725
3,63,No,4,2,40.9319
6,91,Yes,9,1,80.8405
1,73,Yes,9,1,48.2167
7,43,Yes,4,3,32.8075
5,49,Yes,5,0,33.087
6,41,Yes,7,8,30.3584
4,77,Yes,6,5,60.2018
6,67,No,6,7,55.5455
4,40,No,9,4,23.2074
4,48,No,7,7,30.9712
3,44,No,6,9,23.9486
8,81,Yes,5,1,74.4379
3,97,Yes,7,1,77.3942
2,60,No,6,6,36.781
8,47,No,6,7,40.9088
3,56,No,4,5,34.3999
1,88,Yes,7,4,63.1057
5,79,No,9,8,66.5558
1,46,No,8,5,20.445
7,46,No,7,8,37.7144
6,54,No,7,2,41.8107
7,46,No,5,0,35.1603
4,86,No,8,4,69.5435
6,61,No,6,0,48.0542
3,89,No,9,3,70.0252
6,55,Yes,7,0,43.0269
8,77,Yes,7,9,72.9204
9,77,No,4,4,72.74
7,80,No,8,0,71.2266
2,98,Yes,6,7,76.2518
2,43,Yes,7,8,20.9526
2,61,No,8,7,38.969
2,97,Yes,7,9,76.1155
6,76,No,9,9,66.5603
4,61,Yes,8,0,43.8996
3,52,No,6,7,31.6962
5,76,Yes,8,5,63.0167
6,76,Yes,4,0,62.9438
4,84,No,8,6,67.9032
4,79,No,5,2,60.5644
5,84,No,9,2,70.4589
8,92,No,5,7,86.227
9,79,Yes,6,9,77.3304
4,94,No,5,9,77.2166
4,48,No,4,6,29.315
1,71,Yes,6,7,45.9088
3,90,Yes,9,9,72.8231
1,91,Yes,5,6,65.5824
9,88,Yes,6,2,85.1073
4,69,Yes,8,6,53.2289
2,97,No,7,0,73.7423
4,42,Yes,9,2,25.4415
6,90,Yes,5,0,77.6803
7,97,No,9,9,90.796
9,65,No,8,8,63.261
5,69,No,5,4,53.6415
8,96,No,7,0,89.8868
3,57,Yes,5,7,36.8932
8,95,No,9,2,90.2367
5,42,Yes,7,3,27.5273
3,79,Yes,5,5,58.891
9,68,No,5,2,63.6698
9,90,No,8,2,87.5216
7,64,Yes,7,0,55.0482
6,53,Yes,6,9,42.2845
2,77,Yes,6,7,54.8764
9,47,Yes,8,7,45.3353
1,75,No,5,3,48.1095
4,55,Yes,6,3,37.4131
1,53,Yes,6,1,26.4008
2,64,No,7,1,40.3501
7,43,No,4,4,32.4114
1,96,No,8,3,70.9433
2,60,Yes,5,4,36.4933
2,83,Yes,9,7,62.4422
5,64,No,8,8,50.8015
7,49,Yes,4,5,39.3102
8,91,No,8,4,86.0745
1,68,No,4,4,40.6959
7,49,Yes,8,9,42.0457
2,88,Yes,5,6,65.3892
3,61,Yes,6,3,40.66
7,65,Yes,6,7,56.9639
9,48,No,5,3,43.51
4,70,No,5,4,51.799
2,63,Yes,5,8,40.3377
6,48,No,7,4,36.0989
6,62,Yes,4,8,50.2753
5,75,Yes,9,6,62.6827
6,93,Yes,5,5,81.7225
8,67,No,7,9,62.1479
8,96,No,8,3,90.9661
5,81,No,7,9,67.8169
7,81,Yes,9,6,74.5107
6,56,Yes,7,0,44.0448
6,63,No,9,9,53.3279
5,54,Yes,6,2,39.0579
9,83,No,7,3,80.108
6,59,Yes,6,5,47.6009
9,43,No,7,7,40.1838
9,44,Yes,4,4,39.7439
9,92,Yes,9,4,91.0327
3,47,No,7,3,26.3021
1,61,Yes,7,6,36.0185
8,81,Yes,9,4,76.9757
5,61,No,4,7,45.6055
7,49,No,9,0,40.1586
6,54,No,4,7,41.3408
6,47,Yes,8,4,36.161
5,70,No,7,8,56.4226
7,61,No,8,5,52.8755
4,47,No,4,8,28.6926
7,43,No,8,2,33.9606
8,69,No,6,0,61.918
1,57,No,6,3,30.2739
1,92,Yes,4,6,66.1141
1,68,No,8,1,42.0474
6,83,No,5,0,69.9613
8,46,Yes,8,8,41.6548
3,90,No,5,9,70.2847
8,95,No,9,4,90.6321
4,63,No,4,8,44.9786
2,58,No,9,7,36.4015
9,98,Yes,7,4,96.1676
2,89,No,6,9,66.8926
7,95,Yes,6,5,87.1048
7,67,Yes,7,6,59.2881
1,80,Yes,5,4,53.9904
5,93,No,4,2,77.1889
8,73,No,5,4,66.2942
1,49,No,7,9,23.8033
5,80,No,8,9,67.2852
6,65,No,7,7,53.9959
8,69,Yes,9,4,64.7612
5,59,Yes,9,0,45.2104
4,47,Yes,9,8,31.7172
4,99,Yes,6,1,81.8042
5,54,Yes,6,6,39.8488
7,44,No,6,6,34.797
6,74,No,6,9,63.066
5,96,No,4,1,80.0448
9,78,No,9,3,75.9909
3,73,Yes,4,6,52.4953
4,99,No,9,5,83.4597
7,54,Yes,8,6,46.5419
1,95,Yes,6,6,70.1401
9,40,No,9,3,37.3117
1,67,No,9,4,42.1088
9,40,Yes,5,3,35.9608
9,90,No,7,3,87.2331
9,80,No,7,8,78.0429
7,51,No,4,0,39.7636
6,44,Yes,8,0,32.3165
2,53,No,6,5,29.4582
9,87,Yes,8,5,85.6549
8,75,Yes,6,1,68.8168
2,54,Yes,8,1,31.2513
6,58,Yes,9,8,48.6346
1,44,No,5,5,16.9508
2,82,No,9,2,59.8419
3,78,No,9,3,58.8285
9,44,No,9,9,42.5695
9,91,No,7,0,87.6578
3,75,No,7,4,55.0003
3,57,Yes,5,6,36.6955
9,68,No,8,2,65.1283
5,44,Yes,5,3,28.5907
7,64,Yes,6,8,56.1438
9,49,Yes,8,9,47.7665
7,63,No,9,6,55.5951
2,89,Yes,4,3,65.3278
5,60,No,9,0,45.6344
6,64,No,5,5,51.6103
2,86,No,6,5,63.0481
9,83,Yes,6,5,80.6111
8,89,Yes,8,2,84.2371
8,62,Yes,6,1,55.5844
3,52,No,7,4,31.5892
7,70,Yes,4,4,60.4879
1,80,No,9,0,54.5503
5,95,No,8,8,82.3556
5,89,No,6,0,73.6943
1,77,Yes,7,4,51.9091
7,61,No,8,0,51.8869
1,54,No,9,6,29.2719
1,42,Yes,8,9,17.7582
6,93,Yes,8,1,82.3901
6,45,No,8,2,33.136
6,65,Yes,5,4,53.0242
3,40,No,8,8,20.6517
6,58,No,7,4,46.2776
3,46,No,7,7,26.0751
8,59,No,8,7,54.0956
5,69,Yes,6,3,54.5238
7,70,No,9,4,62.3248
9,57,No,4,1,51.7893
4,80,Yes,5,1,61.9784
3,40,Yes,7,9,20.9571
3,98,No,6,5,78.123
3,61,Yes,8,6,42.2254
7,55,No,4,3,44.4282
9,41,No,6,9,38.0574
1,94,Yes,9,9,71.1738
2,65,Yes,9,5,43.725
8,44,No,7,8,38.539
3,73,No,8,1,52.8576
8,89,Yes,6,0,82.8693
6,64,Yes,8,8,54.2557
9,87,Yes,7,2,84.5756
5,93,Yes,4,9,79.1668
5,69,Yes,8,5,55.8915
8,90,Yes,4,1,83.1126
7,90,Yes,6,8,82.6085
2,69,Yes,5,2,45.2587
5,50,No,7,3,35.0765
5,53,No,7,9,39.3164
2,55,No,9,1,32.1616
8,89,Yes,4,6,83.0833
3,43,Yes,6,5,22.7337
9,93,No,8,9,91.9592
8,53,Yes,8,0,47.1982
2,44,No,5,0,18.8226
5,70,No,5,6,55.0548
2,94,No,9,5,72.6496
1,49,No,6,8,23.1194
1,66,Yes,5,9,40.7287
3,55,No,9,0,34.8243
5,69,No,9,9,56.5747
9,60,No,8,8,58.1716
3,84,No,9,0,64.3426
5,98,Yes,6,5,84.4376
5,93,No,7,5,79.2406
8,93,No,4,6,86.561
8,69,No,7,0,62.4042
8,65,No,8,7,60.2029
2,68,No,6,4,44.5286
7,64,Yes,8,6,56.7207
9,65,No,7,8,62.7748
2,76,No,6,1,52.0785
2,73,No,7,8,50.895
9,42,No,5,9,38.5891
4,97,Yes,9,3,81.6224
3,93,Yes,9,1,74.295
5,44,Yes,7,5,29.9585
2,88,Yes,8,5,66.65
9,47,Yes,4,2,42.4021
3,80,No,8,8,61.3667
2,52,Yes,8,2,29.4133
9,95,No,5,6,91.9433
4,58,No,6,0,39.2798
3,67,Yes,5,1,45.8856
1,71,Yes,6,0,44.5248
2,93,No,8,4,70.9478
4,42,Yes,7,2,24.4692
9,71,Yes,8,9,70.1597
8,47,No,6,2,39.9202
4,53,No,6,8,35.7721
9,95,No,6,0,91.2432
3,68,No,9,0,48.0566
7,81,No,6,8,72.8538
5,97,No,6,4,82.6282
6,57,Yes,8,6,46.7351
2,42,No,8,8,19.827
2,77,No,5,7,53.7965
4,48,No,6,8,30.6828
6,79,Yes,4,2,66.3929
5,82,Yes,4,7,67.5747
4,47,Yes,7,0,29.1631
6,88,Yes,7,6,77.8031
7,68,No,6,9,59.8192
2,40,No,5,1,14.9488
5,60,No,8,4,45.9391
2,48,Yes,6,7,25.3581
7,95,No,7,2,86.404
9,81,No,6,8,78.5746
5,61,Yes,6,1,45.9854
7,48,Yes,6,3,38.8692
9,47,Yes,4,0,42.0067
9,81,Yes,7,9,79.8523
2,75,Yes,8,2,52.8244
8,83,Yes,4,0,75.7898
3,76,Yes,7,4,56.612
1,69,No,8,5,43.8561
6,64,No,6,3,51.701
2,80,No,9,2,57.8062
7,48,No,8,9,40.434
1,41,No,7,3,14.474
6,43,No,5,5,30.2349
6,53,Yes,4,4,40.3236
8,52,No,4,1,43.8395
8,63,No,9,0,57.2693
6,71,No,9,8,61.2732
1,96,No,8,0,70.3502
8,92,No,5,5,85.8316
5,70,No,5,3,54.4617
3,51,No,5,7,30.1921
2,64,Yes,6,9,42.0395
6,86,Yes,4,2,73.518
4,90,Yes,8,3,74.0111
1,47,Yes,9,3,22.1474
8,82,Yes,9,6,78.389
2,45,Yes,6,3,21.5136
7,82,Yes,9,7,75.7263
4,92,No,4,8,74.497
9,77,No,7,0,73.4076
6,76,No,6,4,64.1132
3,41,Yes,6,1,19.9071
3,74,No,9,5,55.1525
7,85,Yes,7,5,77.4122
7,92,Yes,8,0,84.0349
3,87,No,9,5,68.3848
9,46,Yes,4,4,41.7797
8,61,No,4,6,53.989
4,71,Yes,8,9,55.8577
3,98,Yes,8,3,79.2937
5,66,No,5,3,50.3902
6,99,Yes,8,5,89.2882
3,83,No,5,5,62.3687
5,90,Yes,5,9,76.5993
2,81,Yes,5,9,58.8572
2,48,No,9,9,26.6182
9,73,No,7,0,69.3361
1,48,Yes,6,9,22.8931
2,54,No,5,7,30.3853
5,47,No,8,4,32.7068
6,97,No,7,0,85.1839
8,58,No,9,6,53.3662
1,81,No,5,2,54.019
8,47,No,7,7,41.3949
8,57,Yes,6,0,50.2973
9,74,No,9,9,73.1057
7,67,No,9,9,60.2598
5,85,Yes,6,1,70.4144
4,86,No,6,9,69.5597
8,93,No,5,8,87.4426
1,90,No,7,5,64.7453
1,64,No,8,5,38.7667
5,96,Yes,5,7,82.3111
5,42,Yes,6,3,27.0412
9,89,Yes,5,3,85.8367
4,99,No,4,9,81.8198
3,74,Yes,9,6,55.944
4,58,Yes,4,5,39.8899
7,90,Yes,7,5,82.5016
8,82,No,8,3,76.7159
1,85,No,9,6,60.826
7,47,No,5,3,36.7714
9,46,Yes,8,3,43.5266
7,40,Yes,6,4,30.9239
9,64,No,9,7,62.5315
1,72,Yes,4,1,44.7681
1,44,No,9,1,18.1045
4,44,No,5,6,25.7297
9,56,Yes,7,4,53.4169
7,92,No,9,9,85.7067
7,97,No,8,4,89.3213
5,47,No,8,1,32.1136
6,73,Yes,7,9,63.1281
5,79,No,8,0,64.4879
9,40,Yes,5,0,35.3677
3,68,No,6,7,47.9822
3,75,No,4,2,53.1464
7,76,Yes,6,8,68.3583
6,68,No,4,5,55.1956
3,44,No,6,3,22.7623
5,71,Yes,4,6,56.1804
2,91,Yes,7,1,68.4266
6,63,No,9,8,53.1302
8,58,No,8,1,51.8914
1,51,No,8,7,25.9298
7,73,Yes,6,8,65.3047
2,46,No,4,0,20.3722
3,42,Yes,5,6,21.4273
8,77,No,7,6,71.7335
9,89,No,6,3,85.7291
4,89,Yes,6,2,71.8232
7,93,Yes,5,4,84.3851
9,44,No,4,0,38.3592
7,69,No,7,1,59.7415
4,65,No,4,7,46.8166
3,93,Yes,6,5,73.6274
2,86,No,6,2,62.4549
6,60,Yes,7,6,49.3026
9,43,No,4,6,38.5276
8,40,No,8,3,33.9651
4,56,No,6,6,38.4303
6,90,Yes,5,2,78.0757
9,98,No,8,5,96.2577
5,73,No,8,6,59.5669
9,84,Yes,6,2,81.0358
6,45,No,4,2,31.1913
7,46,No,7,4,36.9235
2,52,Yes,4,1,27.271
2,90,Yes,7,0,67.211
6,56,Yes,7,1,44.2425
6,76,Yes,9,6,66.5609
2,95,No,6,8,72.8021
1,93,Yes,5,3,67.025
4,63,Yes,8,5,46.9239
9,92,No,7,0,88.6757
4,84,Yes,6,4,67.1292
1,62,Yes,5,0,34.8778
8,42,No,8,8,36.9894
3,54,Yes,6,6,34.128
6,88,Yes,6,4,76.9215
7,97,Yes,5,9,89.4452
7,45,No,4,6,34.8426
8,62,No,5,1,54.5045
9,83,Yes,6,8,81.2042
3,84,No,8,3,64.4496
4,93,Yes,6,9,77.2787
9,84,No,8,5,82.0074
7,42,Yes,6,8,33.7505
1,42,Yes,5,8,16.102
9,99,Yes,8,1,97.0785
1,54,Yes,5,1,26.9325
7,47,No,7,6,38.3368
8,92,No,5,0,84.843
9,92,No,8,6,90.3482
6,57,No,4,0,43.0104
7,69,Yes,8,8,62.2055
6,42,No,7,8,30.7825
9,45,Yes,4,9,41.7504
7,77,Yes,7,4,69.0715
1,82,Yes,4,4,55.54
1,57,Yes,6,6,31.4608
5,95,No,6,4,80.5924
3,66,Yes,6,9,46.9356
2,79,Yes,4,5,55.5444
5,68,Yes,6,2,53.3082
2,94,No,4,5,70.2188
6,85,Yes,4,0,72.1047
5,66,Yes,5,4,51.1817
6,72,Yes,5,1,59.5562
4,72,No,6,4,54.3209
5,83,No,6,5,68.5757
7,40,Yes,7,9,32.3987
5,89,Yes,7,1,74.972
8,73,No,9,7,68.832
9,64,Yes,6,3,60.876
3,54,Yes,6,6,34.128
1,82,Yes,9,6,58.3662
8,89,No,8,7,84.6319
1,94,Yes,6,4,68.7268
9,98,Yes,9,3,96.9422
6,89,No,7,7,78.4249
9,91,Yes,5,3,87.8725
5,49,Yes,4,5,33.5894
6,60,Yes,9,3,49.6818
9,54,No,8,1,50.6803
9,95,Yes,5,0,91.3508
6,44,No,9,0,32.2088
6,64,Yes,4,3,51.3225
6,95,Yes,8,4,85.019
2,61,Yes,9,0,38.6649
7,64,Yes,7,0,55.0482
1,48,No,4,0,19.5475
9,66,Yes,5,3,62.4256
3,58,No,5,8,37.515
3,77,No,8,6,57.9176
4,54,Yes,6,8,37.3838
2,84,Yes,4,8,61.227
7,44,No,6,7,34.9948
2,63,Yes,5,0,38.756
2,94,Yes,8,0,71.7686
5,98,No,6,1,83.0529
8,67,Yes,4,3,60.0969
8,51,Yes,4,6,44.4041
6,77,Yes,8,9,67.6858
1,83,Yes,9,0,58.1978
7,99,No,8,7,91.9502
3,84,No,9,3,64.9358
2,75,No,9,9,54.1008
1,45,No,9,6,20.111
8,77,No,8,5,72.0219
2,98,No,8,7,76.6303
1,46,No,4,7,18.8958
4,95,No,5,6,77.6413
4,62,No,7,4,44.6283
8,91,Yes,4,6,85.1191
9,54,No,9,3,51.5619
7,57,No,5,2,46.7524
5,59,Yes,6,8,45.3336
1,85,No,9,6,60.826
8,88,No,7,2,82.1392
4,71,No,5,5,53.0146
2,93,No,7,4,70.4617
2,60,Yes,8,7,38.5449
1,96,No,9,5,71.8249
3,88,No,9,0,68.4141
9,69,Yes,4,4,65.1908
9,93,Yes,8,3,91.3667
5,98,No,8,5,84.8161
6,64,No,9,9,54.3458
7,77,No,8,3,68.7661
8,91,No,9,5,86.7583
9,96,No,7,0,92.7472
9,96,No,7,8,94.3289
6,54,Yes,8,1,42.6929
7,91,No,9,3,83.5025
2,83,Yes,6,2,59.9951
9,74,Yes,8,2,71.8294
4,91,No,4,9,73.6768
4,40,Yes,6,7,22.9359
5,73,No,6,0,57.4083
3,52,Yes,5,7,31.8038
8,97,Yes,5,2,90.9216
5,48,No,8,8,34.5155
2,89,Yes,9,4,67.9563
1,49,No,7,3,22.617
4,95,Yes,6,4,78.3259
2,87,No,6,9,64.8568
1,48,No,8,2,21.8876
7,92,Yes,4,0,82.0902
1,42,No,4,7,14.8243
2,69,No,8,8,47.3097
1,83,No,7,4,57.4225
1,49,Yes,9,9,25.3695
4,57,No,4,3,37.8827
9,85,Yes,4,0,80.6859
9,57,Yes,7,2,54.0393
2,73,Yes,5,6,50.1211
2,62,No,5,1,37.3421
2,92,No,8,5,70.1277
5,40,No,6,5,24.807
8,77,No,8,9,72.8128
5,78,Yes,4,1,62.3169
5,46,Yes,7,8,32.5874
2,57,No,6,1,32.7388
9,43,No,4,7,38.7254
4,91,No,6,7,74.2537
6,48,Yes,6,6,36.602
7,47,Yes,9,6,39.903
8,57,No,6,1,49.9012
8,81,No,4,5,74.1488
6,85,Yes,7,0,73.5632
3,65,No,5,8,44.6401
9,79,No,9,2,76.8111
2,61,No,5,6,37.3128
3,83,Yes,4,8,63.0695
5,86,Yes,7,6,72.907
2,60,No,4,3,35.2156
8,87,Yes,9,1,82.4898
5,65,Yes,6,5,50.8477
1,75,Yes,8,2,49.964
3,54,No,7,6,34.0203
8,99,Yes,6,3,93.6412
6,70,Yes,7,3,58.8882
1,86,Yes,7,3,60.8722
4,73,No,4,8,55.1573
1,41,No,4,3,13.0155
3,81,No,6,3,60.4237
5,69,No,8,1,54.5069
5,47,No,4,7,31.3553
4,91,Yes,4,3,73.0843
3,46,No,7,4,25.4819
5,51,No,7,7,36.8852
4,97,No,6,3,79.5701
8,58,Yes,7,4,52.5922
8,67,Yes,9,5,62.9231
5,53,No,9,2,38.9047
4,53,Yes,9,8,37.8244
3,45,Yes,7,4,25.0579
2,53,No,4,4,28.2882
9,52,Yes,5,4,48.3731
1,66,Yes,6,3,40.0286
1,74,Yes,8,0,48.5507
2,41,No,9,5,18.7022
3,87,No,6,3,66.5309
9,40,No,4,0,34.2877
6,77,No,7,0,64.8264
4,90,No,5,9,73.1451
8,84,No,9,5,79.6332
9,63,No,9,7,61.5137
7,49,No,6,0,38.7001
3,74,Yes,8,7,55.6555
6,46,No,5,3,32.8931
2,74,No,6,2,50.2404
7,56,Yes,7,8,48.4869
5,54,No,9,4,40.318
8,51,No,7,8,45.6642
3,62,Yes,6,6,42.271
7,65,Yes,4,8,56.1893
9,44,Yes,5,6,40.6255
7,70,No,4,8,60.6849
7,93,No,6,8,85.0683
5,45,Yes,7,4,30.7787
6,84,Yes,9,2,73.9131
4,47,Yes,9,9,31.9149
7,87,Yes,4,7,78.3849
9,96,Yes,7,4,94.1319
5,54,No,5,3,38.1757
9,43,Yes,8,6,41.0661
9,76,Yes,4,0,71.525
3,49,No,6,0,27.2585
9,45,Yes,7,4,42.2203
3,43,Yes,8,4,23.5083
9,93,Yes,5,2,89.7105
6,95,No,5,6,83.3621
2,79,Yes,7,9,57.7938
8,65,No,8,3,59.412
1,81,No,6,6,55.296
8,52,No,5,0,44.128
1,61,Yes,7,9,36.6116
2,88,No,5,1,63.8068
6,44,Yes,5,1,31.0557
9,77,Yes,7,5,74.99
2,50,No,4,1,24.6414
4,77,Yes,8,6,61.3719
8,83,Yes,4,2,76.1852
7,64,Yes,8,0,55.5344
8,91,No,8,4,86.0745
6,54,Yes,6,6,42.7092
3,56,No,9,7,37.2261
1,42,No,9,2,16.2665
7,91,Yes,4,9,82.8518
2,77,Yes,5,0,53.0063
8,40,No,7,0,32.8858
6,46,Yes,4,1,32.6053
7,65,Yes,6,3,56.1731
6,78,Yes,6,3,66.5451
3,94,No,9,0,74.5214
9,66,No,4,2,61.1479
5,87,Yes,7,0,72.7386
4,49,Yes,6,1,30.9105
6,58,Yes,9,9,48.8323
2,55,No,8,1,31.6754
6,67,No,5,5,54.6639
2,60,Yes,6,5,37.1771
7,47,No,6,7,38.0484
9,49,No,9,4,46.6703
8,49,No,4,0,40.5882
5,72,No,5,7,57.2883
8,95,Yes,6,2,89.372
3,92,No,4,4,70.8457
6,63,Yes,9,6,53.3286
7,75,Yes,5,1,65.4702
5,70,Yes,4,6,55.1625
8,56,No,9,4,50.935
9,98,Yes,8,9,97.6424
7,87,Yes,8,2,79.3409
9,47,Yes,9,8,46.0192
6,71,Yes,4,7,59.2385
9,86,Yes,6,9,84.4556
5,77,Yes,5,8,63.1692
9,93,Yes,8,6,91.9599
1,51,Yes,5,2,24.0766
7,67,No,5,2,56.9311
9,94,No,9,5,92.6724
9,95,No,5,1,90.9547
6,96,No,6,3,84.273
8,42,No,8,4,36.1986
4,58,Yes,4,7,40.2853
5,49,No,6,6,34.1656
8,69,No,5,7,62.8159
4,99,No,5,3,81.1197
4,63,Yes,9,1,46.6192
8,65,No,4,8,58.4559
6,75,Yes,4,0,61.926
6,99,Yes,8,7,89.6836
6,87,Yes,6,6,76.2991
1,63,Yes,8,3,37.9473
5,54,Yes,5,1,38.3741
9,90,Yes,9,8,89.7878
9,40,No,5,7,36.1579
1,61,Yes,9,3,36.3977
8,90,Yes,7,5,85.362
1,79,Yes,4,3,52.2886
8,94,No,7,4,88.6419
3,88,No,9,8,69.9959
3,94,Yes,7,5,75.1315
8,60,No,4,6,52.9711
4,77,Yes,7,5,60.688
2,61,Yes,5,3,37.3134
4,93,Yes,8,8,78.0533
6,82,Yes,9,3,72.075
6,41,No,4,1,26.9221
5,96,No,7,0,81.3056
7,57,No,7,7,48.7133
4,87,No,8,5,70.7591
6,64,Yes,7,4,52.9787
5,98,Yes,6,3,84.0422
4,61,Yes,7,1,43.6111
9,54,No,5,3,49.6173
4,84,Yes,9,2,68.1923
8,95,Yes,8,9,91.7283
9,80,No,9,2,77.829
8,45,Yes,6,1,38.2806
7,50,No,6,9,41.4974
3,77,No,8,4,57.5222
9,47,Yes,9,1,44.6352
3,83,No,8,4,63.6295
6,97,Yes,5,9,86.5848
6,42,No,8,1,29.8846
2,52,No,6,0,27.4518
2,88,No,5,4,64.4
1,55,No,6,2,28.0404
6,52,No,4,1,38.1187
9,98,Yes,8,1,96.0607
7,56,No,9,5,48.2723
6,70,Yes,4,4,57.6275
6,54,Yes,4,1,40.7483
4,59,Yes,4,7,41.3032
1,76,Yes,9,7,52.4567
4,43,Yes,6,3,25.1986
8,87,No,5,8,81.3353
4,87,No,5,0,68.312
3,84,Yes,9,4,65.7273
8,41,No,8,5,35.3784
2,57,No,9,6,35.1859
1,88,No,9,8,64.2751
3,47,Yes,4,5,25.8328
3,41,No,9,6,21.7603
1,68,No,5,9,42.1706
4,66,Yes,5,4,48.3213
2,73,No,4,0,47.8548
7,56,Yes,9,4,48.6684
1,62,No,6,6,35.9564
3,72,Yes,5,2,51.1727
1,51,No,7,3,24.6528
6,78,Yes,7,3,67.0312
9,54,Yes,8,6,52.2627
3,40,No,6,1,18.2954
4,83,Yes,4,6,65.5345
2,96,No,7,5,73.713
1,73,No,5,6,46.6669
7,56,Yes,6,5,47.4076
8,99,Yes,6,1,93.2458
8,85,No,5,1,77.9156
8,40,No,7,3,33.479
1,96,Yes,4,2,69.3948
1,80,Yes,7,0,54.1718
9,90,No,6,9,87.9332
6,86,Yes,6,1,74.2926
2,52,No,6,0,27.4518
1,98,Yes,9,6,74.6522
5,92,No,5,9,78.0412
7,49,No,5,4,39.0048
2,41,Yes,7,4,18.126
3,49,Yes,4,0,26.88
3,79,No,9,3,59.8464
8,64,Yes,6,1,57.6202
2,47,Yes,6,3,23.5493
2,60,Yes,8,0,37.1609
8,61,Yes,8,7,56.7252
7,84,No,7,9,76.5913
5,66,Yes,5,4,51.1817
5,81,No,8,0,66.5236
9,96,Yes,8,9,95.6066
3,47,No,4,2,24.6459
4,95,Yes,5,6,78.2351
1,57,No,4,6,29.8947
4,81,Yes,9,8,66.3249
3,92,No,5,0,70.541
3,71,No,5,3,49.7588
8,67,No,9,4,62.1316
3,94,Yes,5,4,73.9614
7,71,Yes,8,8,64.2412
8,79,Yes,6,0,72.6906
9,47,No,8,8,44.9392
6,74,No,7,6,62.9591
8,60,Yes,7,1,54.0348
1,86,Yes,6,1,59.9906
3,73,No,9,9,54.9254
6,55,No,4,6,42.1609
9,43,No,7,9,40.5793
9,73,Yes,6,5,70.4323
9,85,No,8,7,83.4208
8,50,Yes,5,6,43.8723
2,52,No,8,4,29.2149
2,64,No,5,4,39.971
6,57,No,7,5,45.4575
2,89,Yes,4,0,64.7346
9,69,No,9,9,68.0163
7,85,Yes,9,7,78.7799
9,93,Yes,4,4,89.6198
6,48,Yes,8,1,36.5857
9,89,No,7,6,86.8084
8,80,No,5,1,72.8262
8,92,Yes,5,5,86.4254
3,64,No,9,9,45.7646
8,79,No,8,5,74.0577
2,42,No,6,1,17.4707
3,43,Yes,6,7,23.1291
5,71,No,4,4,55.1911
7,73,Yes,5,9,65.0162
6,66,No,5,8,54.2392
9,93,Yes,4,4,89.6198
2,78,Yes,5,3,54.6173
5,77,Yes,4,5,62.0899
6,57,No,8,4,45.7459
1,75,No,7,6,49.6749
9,60,Yes,9,7,59.0538
2,69,No,9,0,46.2141
6,73,Yes,9,6,63.5073
8,47,No,5,8,40.6203
5,67,No,8,9,54.0528
7,55,No,5,3,44.9144
1,87,No,8,2,61.5847
8,75,No,7,6,69.6977
5,52,Yes,5,1,36.3383
7,75,No,6,7,66.5489
8,64,No,6,8,58.4104
7,92,No,8,3,84.0342
3,56,Yes,4,8,35.5869
3,97,Yes,7,2,77.5919
1,69,Yes,8,6,44.6477
5,97,No,7,2,82.7189
5,82,No,8,3,68.1347
8,76,No,6,0,69.0432
4,42,Yes,7,2,24.4692
5,76,No,9,3,62.5136
5,57,Yes,4,5,41.7324
7,72,Yes,8,6,64.8637
6,54,Yes,5,6,42.223
3,94,No,9,4,75.3122
8,71,Yes,5,9,65.8409
8,58,Yes,9,1,52.9714
1,95,Yes,8,1,70.1238
3,59,No,7,7,39.3074
9,92,No,7,6,89.862
5,50,No,9,7,36.8397
8,95,Yes,4,6,89.1906
2,50,No,6,2,25.8114
9,83,Yes,6,3,80.2156
9,55,Yes,6,1,51.3197
2,94,Yes,5,0,70.3102
1,66,Yes,8,0,40.4077
9,55,Yes,7,4,52.399
6,98,Yes,6,4,87.1003
6,98,No,7,7,87.5858
2,99,No,4,9,76.099
7,91,No,7,0,81.937
2,85,No,8,6,63.2002
6,73,No,9,3,62.3204
9,53,Yes,6,9,50.8657
1,59,Yes,5,4,32.615
3,80,No,4,1,58.038
2,77,No,7,8,54.9665
8,42,Yes,6,8,36.6109
3,80,No,4,2,58.2358
5,93,Yes,8,6,80.5183
1,74,Yes,7,0,48.0646
6,68,No,5,5,55.6818
5,56,Yes,4,2,40.1214
5,54,No,6,3,38.6618
9,60,No,5,4,55.9222
2,90,No,9,0,67.5895
2,67,Yes,6,9,45.0931
3,60,Yes,5,1,38.7605
9,99,No,8,0,96.287
4,91,No,9,9,76.1076
4,78,Yes,7,3,61.3104
